budget,genres,keywords,popularity,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew,adapted
200000000,"Adventure,Action,Thriller,Crime","killing,undercover,secret agent,british secret service",107.928811,2008/10/30,586090727,106.0,Quantum of Solace,6.1,2965,"James Bond,Camille Montes,Dominic Greene,M,René Mathis,Strawberry Fields,Felix Leiter,Gregg Beam,Mr. White,Elvis,Tanner,Foreign Secretary,General Medrano,Henry Mitchell,Guy Haines,Corinne Veneau,Gemma,Monsieur Slate,Perla de las Dunas Receptionist,Anna,Quantum Member,MI6 Agent,Ocean Sky Receptionist,MI6 Agent (uncredited),MI6 Agent (uncredited),Quantum Member,Mario Cavaradossi,Spoletta,Colonel of Police,Lt. Orso,Yusef,Forensics Tech",Marc Forster,0
200000000,"Adventure,Fantasy,Action","witch,fortune teller,bondage,exotic island,monster,captain,card game,east india trading company,compass,ship,daughter,pirate,swashbuckler,aftercreditsstinger",145.847379,2006/6/20,1065659812,151.0,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,"Captain Jack Sparrow,Will Turner,Elizabeth Swann,William ""Bootstrap Bill"" Turner,Captain Davy Jones,James Norrington,Joshamee Gibbs,Governor Weatherby Swann,Pintel,Ragetti,Lord Cutler Beckett,Tia Dalma,Cotton,Marty,Ian Mercer,Captain Bellamy,Captain Hector Barbossa,Maccus,Clanker,Koleniko,Headless,Jimmy Legs,Ogilvey,Burser,Burser - Edinburgh,Quartermaster - Edinburgh,Scarlet,Giselle,Frightened Sailor,Black Pearl Pirate,Ho-Kwan,Penrod (uncredited),Cotton's Parrot (voice)",Gore Verbinski,0
255000000,"Action,Adventure,Western","texas,horse,survivor,texas ranger,partner,outlaw,escape,lawyer,train,lone ranger,comanche,the lone ranger,tonto",49.046956,2013/7/3,89289910,149.0,The Lone Ranger,5.9,2311,"Tonto,John Reid / The Lone Ranger,Butch Cavendish,Red Harrington,Dan Reid,Latham Cole,Rebecca Reid,Captain Jay Fuller,Barret,Will,Skinny,Collins,Frank,Ray,Stache,Red Knee,Chief Big Bear,Soldier #1,Soldier #3,Saloon Guy (uncredited),Danny,Wendell,Jesus,Fritz,Blaine,Clayton,Martin,Navarro,Hollis,Habberman,Shareholder,Shareholder,Engineer,Homer,Young Cavendish,Young Cole,Telegraph Operator,Preacher,Kai,Fat Lady,Pilar,Rosalie,Dancer (Red's),Dancer (Red's),Dancer (Red's),Dancer (Red's),Dancer (Red's),Dancer (Red's),Pawing Drunk,Mob Member,Mob Member,Glenda,Stove Pipe,Grizzled Soldier,Soldier #4,Farmer,Band at Red's,Band at Red's,Band at Red's,Band at Red's",Gore Verbinski,0
225000000,"Action,Adventure,Fantasy,Science Fiction","saving the world,dc comics,superhero,based on comic book,superhuman,alien invasion,reboot,super powers,dc extended universe",99.398009,2013/6/12,662845518,143.0,Man of Steel,6.5,6359,"Clark Kent / Kal-El,Lois Lane,General Zod,Jonathan Kent,Martha Kent,Jor-El,Perry White,Faora-Ul,Colonel Hardy,Lana Lang,Emerson,Lara Lor-Van,Dr. Emil Hamilton,Clark Kent at 13,Steve Lombard,Kelor (voice),Tor-An,Jax-Ur,Lor-Em,Ro-Zar,Car-Vex,Jenny,Major Carrie Farris,Major Laramore,Heraldson,Byrne,Officer Sekowsky,Teenage Pete Ross,Whitney Fordman,General Swanwick,Student,Bar Buddy,Rubble Survivor (uncredited)",Zack Snyder,1
225000000,"Adventure,Family,Fantasy","based on novel,fictional place,brother sister relationship,lion,human being,wretch,leap in time,matter of life and death,faith,uncle,narnia,fantasy world",53.978602,2008/5/15,419651413,150.0,The Chronicles of Narnia: Prince Caspian,6.3,1630,"Prince Caspian,Peter Pevensie,Susan Pevensie,Edmund Pevensie,Lucy Pevensie,King Miraz,Queen Prunaprismia,Trumpkin,Nikabrik,Doktor Cornelius,Lord Glozell,Lord Sopespian,Lord Scythley,Lord Donnon,Asterius,Glenstorm,Aslan (voice),Trüffeljäger,White Witch,Reepicheep,Hag",Andrew Adamson,1
220000000,"Science Fiction,Action,Adventure","new york,shield,marvel comic,superhero,based on comic book,alien invasion,superhero team,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe",144.448633,2012/4/25,1519557910,143.0,The Avengers,7.4,11776,"Tony Stark / Iron Man,Steve Rogers / Captain America,Bruce Banner / The Hulk,Thor Odinson,Natasha Romanoff / Black Widow,Clint Barton / Hawkeye,Loki,Agent Phil Coulson,Agent Maria Hill,Erik Selvig,Director Nick Fury,Virginia ""Pepper"" Potts,J.A.R.V.I.S. (voice),World Security Council,Shield Pilot,World Security Council,Old Man in TV Report,World Security Council,World Security Council,Waitress,Security Guard,Carrier Bridge Techs,Gala Scientist,Celebration Montage Interviewee,Tall Thug,Georgi Luchkov,Agent Jasper Sitwell,The Other,Senator Boynton,Young Cop,Thanos / The Mad Titan (Uncredited),NASA Scientist,Weaselly Thug,Young Girl,Calcutta Woman,Carrier BridgeTechs,Carrier BridgeTechs,German Old Man,Maintenance Guy,Japanese Family,Japanese Family,Japanese Family,Police Sergeant,Office Woman,News Reporter,News Reporter,Faceless Pilot,Celebration Montage Interviewee,Celebration Montage Interviewee,Celebration Montage Interviewee,Shawna Lynde,Himself,Himself,Woman in Restaurant (uncredited),German Pedestrian (uncredited),Lentil Merchant (uncredited),S.H.I.E.L.D. Agent (uncredited),Celebration Montage Man Shaving Beard (uncredited),Gala Guest (uncredited),Museum Gala Patron (uncredited),Stuttgart Biergarten patron (uncredited),S.H.I.E.L.D. Guard (uncredited),Gala Guest (uncredited),Soldier (uncredited),Museum Gala Guest (uncredited),Captain Putz (uncredited),The Hulk (voice) (uncredited),Pedestrian (uncredited),Stuttgart Citizen (uncredited),S.H.I.E.L.D. Agent (uncredited),Museum Gala Patron (uncredited),Mercenary (uncredited),Pedestrian (uncredited),S.H.I.E.L.D. Agent (uncredited),Stuttgart Citizen (uncredited),Hostage (uncredited),Limo Driver (uncredited),Helicarrier Medical Team Leader (uncredited),Stuttgart Driver (uncredited),Civilian (uncredited),Cafe Patron (uncredited),Guard (uncredited),Waitress (uncredited),Gala Museum Patron (uncredited),Extra (uncredited),New York City Pedestrian (uncredited),S.H.I.E.L.D. Agent (uncredited),New York Pedestrian (uncredited),Shiel Employee (uncredited),Museum Gala Guest (uncredited),Extra (uncredited),Helicarrier Shield Agent (uncredited),S.H.I.EL.D Agent - Loki Escort (uncredited),S.H.I.E.L.D. Agent (uncredited),Stuttgart Gala Patron (uncredited),S.H.E.I.L.D. Agent (uncredited),Restaurant Patron (uncredited),New York City Police Officer (uncredited),New York Police Officer in Firefight (uncredited),Stuttgart Beer Garden Patron (uncredited),Lab Tech (uncredited),Museum Gala Patron (uncredited),S.H.I.E.L.D. Agent #4 (uncredited),Gala Patron (uncredited),S.H.I.E.L.D. Agent (uncredited),Pedestrian (uncredited),Mercenary (uncredited),Child on News #1 (uncredited),Running Pedestrian (uncredited),Sweeper (uncredited),Barbershop (uncredited),Tourist (uncredited),Gala Guest (uncredited),S.H.I.E.L.D agent (uncredited),NYC Pedestrian (uncredited)",Joss Whedon,1
380000000,"Adventure,Action,Fantasy","sea,captain,mutiny,sword,prime minister,sailing,silver,ship,duke,mermaid,pirate,soldier,battle,swashbuckler,aftercreditsstinger,3d",135.413856,2011/5/14,1045713802,136.0,Pirates of the Caribbean: On Stranger Tides,6.4,4948,"Captain Jack Sparrow,Angelica Teach,Captain Edward ""Blackbeard"" Teach,Joshamee Gibbs,Captain Hector Barbossa,Philip Swift,Syrena,Scrum,Lieutenant Theodore Groves,Lieutenant Gillette,The Spaniard,King George II,Captain Teague Sparrow,Tamara,High Society Lady,Quartermaster,Cabin Boy,Ezekiel,Garheng,Purser,Cook,Master-at-Arms,Gunner,King Ferdinand of the Spanish Empire,John Carteret,Prime Minister Henry Pelham,Salaman,Derrick,Yeoman,Justice Smith,Captain of the Guard,English Girl,Mermaid,Queen Anne's Pirate (uncredited),British Sailor (uncredited)",Rob Marshall,0
225000000,"Action,Comedy,Science Fiction","time travel,time machine,alien,fictional government agency,seeing the future,changing history",52.035179,2012/5/23,624026776,106.0,Men in Black 3,6.2,4160,"Agent J,Agent K,Young Agent K,Griffin,Agent O,Boris The Animal,Boris's Girlfriend,Young Agent O,Andy Warhol,Jeffrey Price,Agent X,Mr. Wu,Colonel's Son,Colonel,Downtown Hipster,Agent AA,Soldier (uncredited),MIB Tech #1 (uncredited)",Barry Sonnenfeld,0
250000000,"Action,Adventure,Fantasy","corruption,elves,dwarves,orcs,middle-earth (tolkien),hobbit,dragon,battle,unlikely friendship,epic battle,sword and sorcery",120.965743,2014/12/10,956019788,144.0,The Hobbit: The Battle of the Five Armies,7.1,4760,"Bilbo Baggins,Gandalf,Thorin Oakenshield,Balin,Dwalin,Bifur,Bofur,Bombur,Fili,Kili,Oin,Gloin,Nori,Dori,Ori,Legolas,Tauriel,Thranduil,Galadriel,Elrond,Saruman,Old Bilbo,Beorn,Radagast,Bard,Master of Laketown,Bain,Alfrid,Sigrid,Tilda,Azog,Bolg,Dain,Smaug / Necromancer (voice),Soury,Hilda Bianca,Percy,Feren,Keeper of the Dungeons,Ragash,Olga,Astrid",Peter Jackson,0
215000000,"Action,Adventure,Fantasy","loss of father,vigilante,serum,marvel comic,scientific experiment,spider bite,masked vigilante,reboot,super powers,genetic engineering,social outcast,duringcreditsstinger",89.866276,2012/6/27,752215857,136.0,The Amazing Spider-Man,6.5,6586,"Peter Parker / Spider-Man,Gwen Stacy,Dr. Curt Connors / The Lizard,Captain Stacy,Richard Parker,Rajit Ratha,Uncle Ben,Aunt May,Peter Parker (Age 4),Flash Thompson,Mary Parker,Cash Register Thief,Missy Kallenback,Sally Avril,Jack's Father,School Librarian,Man in the Shadows,Alfie (uncredited),Helen Stacy,Philip Stacy,Howard Stacy,Simon Stacy,Jack,Mr. Cramer,Miss Ritter,Nicky's Girlfriend,Store Clerk,Gordon,Physics Nerd,Physics Nerd,Nicky,Car Thief,Car Thief Cop,Police Officer,Officer (SWAT),Newscaster (News Chopper),Receptionist,OsCorp Intern,Rodrigo Guevara,Construction Worker,Taxi Driver,Police Officer with Sketch,Sheila (Subway),Subway Guy,Principal,Second Girl (Subway),Ariel,Gossip Girl (uncredited),Science Teacher (uncredited),Scientist (uncredited),Lab Technician (uncredited),Billy Connors (uncredited),Cheerleader (uncredited),Goth Girl (uncredited),Tina (uncredited),Pedestrian (uncredited),Oscorp Intern (uncredited)",Marc Webb,0
200000000,"Action,Adventure","robin hood,archer,knight,sherwood forest,bow and arrow,middle ages,medieval,king of england",37.668301,2010/5/12,310669540,140.0,Robin Hood,6.2,1398,"Robin Longstride,Marion Loxley,Sir Walter Loxley,William Marshal,Godfrey,Prince John,King Richard the Lionheart,Eleanor of Aquitaine,Friar Tuck,Sheriff of Nottingham,Little John,Will Scarlet,Allan A'Dayle,Sir Robert Loxley,Isabella of Angoulême,King Philip of France,Baron Baldwin,Baron Fitzrobert,Belvedere,Loop,Father Tancred,Stone Mason Longstride,Jimoen,Adhemar,Margaret - Walter's Maid,Princess Isabel of Gloucester,Farmer Paul,Gaffer Tom,Village Mother,Sheriff's Thug,Groom,Lady-in-Waiting,Northerner,Distinctive Man",Ridley Scott,0
250000000,"Adventure,Fantasy","elves,dwarves,orcs,hobbit,dragon,wizard,sword and sorcery",94.370564,2013/12/11,958400000,161.0,The Hobbit: The Desolation of Smaug,7.6,4524,"Bilbo Baggins,Gandalf,Thorin Oakenshield,Balin,Dwalin,Bifur,Bofur,Bombur,Fili,Kili,Smaug / The Necromancer,Thranduil,Bard the Bowman,Tauriel,Legolas,Beorn,Azog,The Master of Laketown,Bain,Radagast,Goblin,Gloin,Galadriel,Laketown Spy,Nori,Hilda Blanca,Tilda,Sigrid,Dori,Oin,Ori,Narzug",Peter Jackson,0
180000000,"Adventure,Fantasy","england,compass,experiment,lordship,uncle,polar bear,orphan,animal,based on young adult novel",42.990906,2007/12/4,372234864,113.0,The Golden Compass,5.8,1303,"Lyra Belacqua,Marisa Coulter,Lord Asriel,Lee Scoresby,Serafina Pekkala,Pantalaimon (voice),Iorek Byrnison (voice),Roger Parslow,Ragnar Sturlusson (voice),Stelmania (voice),Hester (voice),John Faa,Farder Coram,First High Councilor,Fra Pavel,Master,Mrs. Lonsdale,Magisterial Emissary,Ma Coster,Billy Costa,Tony Costa,Kerim Costa,Jaxer Costa,Sister Clara,Bolvangar Official,Second in Command,Gobbler,Gobbler,Witch",Chris Weitz,1
207000000,"Adventure,Drama,Action","film business,screenplay,show business,film making,film producer,exotic island,monster,indigenous,ship,dinosaur",61.22601,2005/12/14,550000000,187.0,King Kong,6.6,2337,"Ann Darrow,Carl Denham,Jack Driscoll,Captain Englehorn,Preston,Kong / Lumpy,Hayes,Jimmy,Choy,Herb,Mike,Bruce Baxter,Manny,Weston,Harry,Maude,Taps,Zelman,Thuggish Executive,Sleazy Executive,Studio Guy's Assistant,Young Assistant,Fruit Vendor,Venture Crew,Venture Crew,Venture Crew,Venture Crew,Venture Crew,Venture Crew,Venture Crew,Venture Crew,Old Security Guard,Hooverville Child",Peter Jackson,0
200000000,"Drama,Romance,Thriller","shipwreck,iceberg,ship,panic,titanic,ocean liner,epic,rich woman - poor man,love,disaster,tragic love,class differences,imax,star crossed lovers,steerage,salvage,rich snob,3d,1910s",100.025899,1997/11/18,1845034188,194.0,Titanic,7.5,7562,"Rose DeWitt Bukater,Jack Dawson,Ruth Dewitt Bukater,Caledon 'Cal' Hockley,Molly Brown,Old Rose,Brock Lovett,Captain Edward James Smith,Spicer Lovejoy,Thomas Andrews,Bruce Ismay,Lizzy Calvert,Lewis Bodine,Bobby Buell,Fabrizio,Tommy Ryan,Isidor Straus,John Jacob Astor IV,Col. Archibald Gracie,1st Officer Murdoch,Fifth Officer Lowe,2nd Officer Lightoller,6th Officer Moody,Frederick Fleet,Reginald Lee,Jack Phillips,Cora Cartmell,Slovakian 3 Year Old Boy,Benjamin Guggenheim,Anatoly Milkailavich,Slovakian Father,Chief Officer Wilde,Quartermaster Rowe,Quartermaster Hichens,Master at Arms,Madeleine Astor,Madame Aubert,Irish Mommy,Helga Dahl,3rd Class Woman,Trudy Bolt,Sir Duff Gordon,Lady Duff Gordon,Countess of Rothes,Wallace Hartley,Irish Man,Bert Cartmell,Harold Bride,Chief Baker Joughin,4th Officer Boxhall,Father Byles,Ida Strauss,Irish Little Boy,Irish Little Girl,Yaley,1st Class Husband,Chief Engineer Bell,Leading Stoker Barrett,Carpenter John Hutchinson,Elevator Operator,Scotland Road Steward,Crewman,1st Class Waiter,Steward #1,Steward #2,Steward #3,Steward #4,Hold Steward #1,Hold Steward #2,1st Class Steward,Stairwell Steward,Steward Barnes,Porter,Porter,Olaf Dahl,Bjorn Gunderson,Olaus Gunderson,Praying Man,Man in Water,Mother at Stern,Woman,Woman in Water,Syrian Man,Syrian Woman,Chinese Man,Olaf,Sven,Pubkeeper,Carpathia Steward,News Reporter,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Noble Sailor,Tea Room Girl,1st Class Woman,Musician / Baker,Steerage Dancer,1st Class Man,Victor Giglio,Titanic Crewmember,3rd Officer Pitman,Douglas Spedden,1st Class Passenger / Praying Man,The Promenade Steward,Deckhand,Passenger,Waiter,2nd Class Passenger,Seaman,Seaman,Leading Stroker Charles Hendrickson,2nd Class Passenger,Rich Man,Frederick Spedden,Rescue Boat Crewman,2nd Class Passenger / Engine Room Crewman,First Class Passenger,Engine Room Crewman,Engineering Officer,Button Accordionist,Praying Woman,Engine Room Crewman,Mary Marvin,Ohio Man,1st Class Dining Room Steward,Drowning Man,Man Being Combed for Lice,Kissing Couple",James Cameron,0
250000000,"Adventure,Action,Science Fiction","civil war,war,marvel comic,sequel,superhero,based on comic book,imax,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,3d",198.372395,2016/4/27,1153304495,147.0,Captain America: Civil War,7.1,7241,"Steve Rogers / Captain America,Tony Stark / Iron Man,Natasha Romanoff / Black Widow,Bucky Barnes / Winter Soldier,Sam Wilson / Falcon,Lieutenant James Rhodes / War Machine,Clint Barton / Hawkeye,T'Challa / Black Panther,Vision,Wanda Maximoff / Scarlet Witch,Scott Lang / Ant-Man,Sharon Carter,Peter Parker / Spider-Man,Brock Rumlow / Crossbones,Secretary of State Thaddeus Ross,Zemo,Howard Stark,Friday (voice),Everett K. Ross,May Parker,King T'Chaka,Maria Stark,Karpov,Ayo,Miriam,M.I.T. Liaison,FedEx Driver,Dr. Broussard,Hero Merc #1,MRI Tech,Vicar,Josef / Super Soldier #1,Super Soldier #2,Super Soldier #3,Super Soldier #4,Super Soldier #5,Zemo's Wife (voice),Attaché,Man at Kiosk,GSG9 Task Force Gunner,GSG9 Task Force Pilot,German Innkeeper,Raft Guard,Barge Man #1,Barge Man #2,Custodian,Funeral Director,Woman in Lobby #1,Woman in Lobby #2,Delivery Truck Driver,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Choir,Chinese Newscaster,German Newscaster #1,German Newscaster #2,News Reporter,Busboy (Lagos),Waiter (Lagos),Secretary Ross's Aide,Hero Merc #2,Hero Merc #3,Hero Merc #4,Teenage Girl,UN Staffer Gibson,Stark's Assistant,Nurse,Cultural Attaché,Helicopter Pilot,Helicopter Pilot,Helicopter Pilot,Auctioneer (uncredited)","Anthony Russo,Joe Russo",1
209000000,"Thriller,Action,Adventure,Science Fiction","fight,u.s. navy,mind reading,hong kong,soccer,scientist,fictional war,naval,armada,battleship,naval combat,jds myoko,lost communication,taser,buoy,communications expert,joint chiefs of staff,crash landing,jet fighter pilot,navy lieutenant,permission to marry,uss john paul jones,based on board game,aftercreditsstinger,mighty mo,uss missouri",64.928382,2012/4/11,303025485,131.0,Battleship,5.5,2114,"Lieutenant Alex Hopper,Commander Stone Hopper,Petty Officer Cora 'Weps' Raikes,Sam,Captain Yugi Nagata,Admiral Shane,Lieutenant Colonel Mick Canales,Cal Zapata,Boatswain Mate Seaman Jimmy ""Ordy"" Ord,Chief Petty Officer Walter ""The Beast"" Lynch,Sampson JOOD Strodell,NASA Director,JPJ 2nd Gunner,Dr. Nogrady,Captain Browley,Chief Engineer Hiroki,JPJ OOD,JPJ Fireman,JPJ Scat,Electronic Warfare Supervisor,Chairman, Joint Chiefs of Staff,Air Force Chief of Staff,Watch Officer,Secretary of Defense,Bartender,JPJ Sailor,CIC Watch Supervisor,CIC Gunner,Combat Systems Coordinator,JPJ Port Gunner,British Newscaster,Spanish Newscaster,Japanese Newscaster,Jackie Johnson,Cal's Female Colleague,Old Salt,JPJ XO Mullenaro,JPJ Helmsman,JPJ Starboard Gunner,JPJ BMOW,Regent Sea Commander,Myoko XO,JPJ Sailor,Sampson OOD,Sampson XO,Marine Commandant",Peter Berg,1
150000000,"Action,Adventure,Science Fiction,Thriller","monster,dna,tyrannosaurus rex,velociraptor,island,sequel,suspense,disaster,escape,dinosaur,amusement park,animal attack,theme park,jurassic park,3d,animal horror",418.708552,2015/6/9,1513528810,124.0,Jurassic World,6.5,8662,"Owen Grady,Claire Dearing,Simon Masrani,Vic Hoskins,Zach Mitchell,Gray Mitchell,Lowery Cruthers,Barry,Henry Wu,Karen Mitchell,Vivian,Hamada,Zara Young,Scott Mitchell,Paddock Supervisor,Jimmy Fallon,Hal Osterly,Jim Drucker,Erica Brand,Mr. DNA,Mosasaurus Announcer,Zach's Girlfriend,Gyrosphere Operator,InGen Soldier,Italian Mother,Italian Girl,Park Visitor (uncredited),Park Visitor (uncredited)",Colin Trevorrow,0
200000000,"Action,Adventure,Thriller","spy,secret agent,sociopath,killer,art gallery,british secret service,istanbul turkey,imax,uzi,booby trap,impersonating a police officer,macao",93.004993,2012/10/25,1108561013,143.0,Skyfall,6.9,7604,"James Bond,M,Silva,Gareth Mallory / M,Eve,Sévérine,Kincade,Q,Bill Tanner,Patrice,Clair Dowar,Doctor Hall,Ronson,Vanessa,MI6 Technician,Bond's Lover,CNN News Anchor,Silva's Henchman,Commuter Husband,Commuter Wife,Vauxhall Bridge Police Guard,Vauxhall Bridge Police Guard,Shanghai Barman,Floating Dragon Cashier",Sam Mendes,0
200000000,"Action,Adventure,Fantasy","dual identity,love of one's life,pizza boy,marvel comic,sequel,superhero,doctor,scientist,tentacle,death,super villain",35.149586,2004/6/25,783766341,127.0,Spider-Man 2,6.7,4321,"Peter Parker / Spider-Man,Mary Jane Watson,Harry Osborn,Dr. Otto Octavius / Doctor Octopus,May Parker,Rosalie Octavius,J. Jonah Jameson,John Jameson,Dr. Curt Connors,Norman Osborn / Green Goblin,Ursula,Snooty Usher,Man Dodging Debris,Man on Balcony,Mr. Jacks,Elevator Passenger,Pizza 'Heist' Witness,Receptionist,Miss Brant,Raymond,Mr. Aziz,Train Passenger,Louise,Woman at Web,Doctor,Train Passenger (uncredited),Dr. Davis,Hoffman,Ben Parker,Mr. Ditkovich,Joseph 'Robbie' Robertson,Garbage Man,Mrs. Jameson,Houseman,Skeptical Scientist,OsCorp Representative,Poker Player,Amazed Kid,Algernon,Theater Traffic Cop,Jack,Clawing Nurse,Train Passenger,Train Conductor,Train Passenger,Train Passenger,Train Passenger,Society Woman,Dr. Isaacs,Amazed Kid,Mrs. Watson,Injured Scientist,Violinist,Fireman,Woman at Fire,Screaming Nurse,Chainsaw Doctor,Train Passenger,Train Passenger,Train Passenger,Train Passenger,Boomer (uncredited),Pizza Man (uncredited),Fireman 2 (uncredited),Piano Player in Planetarium (uncredited),Little Girl Playing on Steps (uncredited),Little Boy Playing on Steps (uncredited),Blue Collar Guy (uncredited),Pedestrian (uncredited),Screaming Woman (uncredited),Columbia University Student (uncredited),Man at Web (uncredited),Pedestrian (uncredited),Bearded Doctor (uncredited),NYPD Officer (uncredited),Chinese Daughter (uncredited)",Sam Raimi,0
200000000,"Action,Adventure,Science Fiction","terrorist,war on terror,tennessee,malibu,marvel comic,superhero,based on comic book,tony stark,iron man,aftercreditsstinger,marvel cinematic universe,mandarin,3d,war machine,iron patriot,extremis",77.68208,2013/4/18,1215439994,130.0,Iron Man 3,6.8,8806,"Tony Stark / Iron Man,Virginia ""Pepper"" Potts,Colonel James "" Rhodey"" Rhodes,Aldrich Killian / The Mandarin,Maya Hansen,Happy Hogan,Trevor Slattery,Savin,Brandt,Jarvis (voice),President Ellis,Mrs. Davis,Harley Keener,Vice President Rodriguez,Doctor Wu (as Wang Xueqi),Ho Yinsen,Annoying Conference Guy,Himself,Himself,Herself,Himself,Himself,Herself,Himself,Neptune's Net Girl,Neptune's Net Boy,Taggert,Happy's Nurse,Hospital Nurse Reporter,Pushy Tabloid Reporter,Helicopter Pilot #1,Helicopter Pilot #2,Reporter at House Wreckage,Mandarin Studio Technician,Mandarin Look-Out,Rose Hills Sherrif,Rose Hill Deputy / Extremis Soldier,Rose Hill Christmas Tree Shopper,Junior Technician (as Sarah Burkharat),Senior Technician,Satellite Technician (as Andy Lauer),Technical Director,Vice President's Analyst,Thomas Richards,President's Aide,Scared Insurgent,Laughing Insurgent,Pageant Emcee,Miss Elk Ridge,Pageant Judge,Gary the Cameraman,Chad Davis,Extremis Candidate,Room Service Waiter / Extremis Soldier,Sweat Shop Agent,Mandarin Guard,Mandarin Guard (as Juan Bofill),Mandarin Guard,Mandarin Guard,Mandarin Guard (as Paul O'Connor),Mandarin Guard,Sleepy Mandarin Girl,Annoyed Mandarin Guard,Mandarin Party Girl #1,Mandarin Party Girl #2,Tony's Guard,Ponytail Express,Reluctant AIM Guard,AIM Ping Pong Girl,AIM Ping Pong Girl,AIM Ping Pong Girl,Secret Service Agent,Vice President's Daughter,Iron Patriot Fan #1,Iron Patriot Fan #2,Air Force One Officer,Navy Op,Commander,Heather,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Extremis Soldier,Juan (uncredited),White House Reporter (uncredited),Bruce Banner (uncredited),Richie (uncredited)",Shane Black,1
200000000,"Family,Fantasy,Adventure","based on novel,fictional place,queen,fantasy,alice in wonderland,fantasy world,3d",78.530105,2010/3/3,1025491110,108.0,Alice in Wonderland,6.4,4645,"Alice Kingsleigh,The Mad Hatter,The White Queen,The Red Queen,The Knave of Hearts,Charles Kingsleigh,Helen Kingsleigh,Tweedledee / Tweedledum,Lady Ascot,Lord Ascot,Hamish Ascot,Aunt Imogene,The White Rabbit (voice),The Caterpillar (voice),The Jabberwocky (voice),The Cheshire Cat (voice),The Bloodhound (voice),The March Hare (voice),The Dormouse (voice),The Dodo (voice),Tall Flower Faces (voice),Fiona Chattaway,Margaret Kingsleigh,Faith Chattaway,Strange Woman Kisser,Woman with Large Nose in Red Queen Court,Woman with Big Ears in Red Queen Court,Man with Large Belly in Red Queen Court,Woman with Large Poitrine in Red Queen Court,Man with Large Chin in Red Queen Court,Hightopp Hat Juggler,Party Dancer,Party Dancer,Party Dancer,Red Queen's Court",Tim Burton,1
210000000,"Adventure,Action,Science Fiction,Thriller","mutant,marvel comic,based on comic book,superhuman,beast,cyclops,aftercreditsstinger",3.857526,2006/5/24,459359555,104.0,X-Men: The Last Stand,6.3,3525,"Logan / Wolverine,Ororo Munroe / Storm,Eric Lehnsherr / Magneto,Charles Xavier / Professor X,Jean Grey / Phoenix,Marie D'Ancanto / Rogue,Dr. Henry 'Hank' McCoy / Beast,Bobby Drake / Iceman,John Allerdyce / Pyro,Katherine ""Kitty"" Pryde / Shadowcat,Raven Darkholme / Mystique,Scott Summers / Cyclops,Cain Marko / Juggernaut,Warren Worthington III / Angel,Piotr Rasputin / Colossus,Callisto,Jimmy / Leech,Quentin Quire / Kid Omega,Jamie Madrox / Multiple Man,Philippa Sontag / Arclight,Betsy Braddock / Psylocke,Jubilation Lee / Jubilee,Theresa Rourke Cassidy / Siryn,Warren Worthington II,Dr. Kavita Rao,The President,Trask,Young Jean Grey,Young Angel,Waterhose Man,Minivan Son #2,Moira McTaggert",Brett Ratner,1
200000000,"Animation,Family","monster,dormitory,games,animation,best friend,university,scary,aftercreditsstinger",89.186492,2013/6/20,743559607,104.0,Monsters University,7.0,3528,"Michael ""Mike"" Wazowski (voice),James P. ""Sulley"" Sullivan (voice),Randall Boggs (voice),Dean Hardscrabble (voice),Young Mike (voice),Scott “Squishy” Squibbles (voice),Don Carlton (voice),Terri Perry (voice),Terry Perry (voice),Art (voice),Professor Knight (voice),Brock Pearson (voice),Johnny Worthington (voice),Claire Wheeler (voice),Chet Alexander (voice),Ms. Squibbles (voice),Karen Graves (voice),“Frightening” Frank McCay (voice),Referee (voice),Carrie Williams (voice),Roz (voice),Yeti (voice),Fungus (voice),Additional Children's Voices (voice)",Dan Scanlon,0
